train_acc,train_loss,val_acc,val_loss
0.06469473684210528,4.288983,0.1208,3.7699049
0.1588842105263158,3.4997432,0.18280000000000002,3.3941202
0.23812631578947369,3.0370314,0.23920000000000002,3.082171
0.2918105263157895,2.7480285,0.2832,2.8717966
0.3352842105263158,2.5201547,0.3332,2.6019447
0.37515789473684213,2.334798,0.35839999999999994,2.423341
0.40680000000000005,2.1922178,0.3596000000000001,2.4206817
0.43119999999999997,2.0849762,0.4068,2.1966546
0.4558736842105264,1.9807324,0.424,2.1541986
0.47258947368421056,1.8986679,0.4436,2.0391726
0.4901473684210526,1.8178579,0.44559999999999994,2.0450487
0.5067157894736842,1.7623155,0.45399999999999996,2.0403876
0.5186315789473684,1.7054309,0.4672,1.9511867
0.5314315789473685,1.6588527,0.47839999999999994,1.9133486
0.5442947368421052,1.6024933,0.48239999999999994,1.845267
0.5543157894736842,1.5608684,0.4936,1.8466551
0.5648421052631579,1.5256678,0.48960000000000004,1.8615291
0.5726947368421053,1.49084,0.5247999999999999,1.8001616
0.5814526315789474,1.4565725,0.508,1.8034542
0.5893052631578948,1.4243449,0.5207999999999999,1.7646273
0.5933684210526317,1.3996502,0.5332000000000001,1.7303452
0.6048210526315789,1.364814,0.5304,1.7736533
0.608421052631579,1.3421448,0.5268,1.7534403
0.6199578947368422,1.3191793,0.5291999999999999,1.6963487
0.6211368421052632,1.2913395,0.534,1.7270569
0.6262947368421052,1.2706003,0.5372,1.6873326
0.6339157894736842,1.2483509,0.53,1.7492168
0.6399578947368422,1.2289397,0.5628,1.6367836
0.6460631578947368,1.2004368,0.5551999999999999,1.6688173
0.6484,1.1870083,0.5584,1.656772
0.6545263157894736,1.1623514,0.554,1.6021597
0.6591157894736843,1.1477156,0.5476,1.7056296
0.6661263157894736,1.1296985,0.5504000000000001,1.6271689
0.6693473684210525,1.111695,0.5624,1.654772
0.6722736842105264,1.0929611,0.5732,1.6095195
0.6749473684210526,1.076314,0.562,1.6168065
0.6818315789473685,1.0588369,0.5596,1.6519699
0.6874736842105265,1.0472441,0.574,1.5964206
0.6890736842105262,1.0307404,0.5828,1.6050884
0.6974526315789473,1.0046109,0.5864,1.5980111
0.7006736842105263,0.991295,0.5816,1.6016065
0.7050105263157894,0.9788149,0.594,1.5553503
0.7074315789473684,0.96800625,0.576,1.6192138
0.7103157894736841,0.95722514,0.5892000000000001,1.5769508
0.713642105263158,0.9409536,0.5996000000000001,1.5700089
0.7237473684210526,0.91761935,0.5908,1.5902352
0.7194315789473684,0.9164979,0.596,1.6053073
0.7271157894736842,0.8950214,0.606,1.5497522
0.7290947368421051,0.89192516,0.59,1.5681505
0.7337052631578947,0.8672264,0.6055999999999999,1.5624456
0.7350315789473684,0.86384356,0.5936,1.5324522
0.7387157894736843,0.8508955,0.5972,1.5826236
0.7434315789473684,0.8354292,0.5904,1.6098342
0.7469894736842105,0.8204758,0.5871999999999999,1.613558
0.7462736842105263,0.8187019,0.6132000000000001,1.5431439
0.752,0.8025973,0.6024,1.586354
0.7556210526315789,0.78799224,0.6083999999999999,1.5664208
0.758821052631579,0.7756626,0.6040000000000001,1.6006546
0.7647368421052632,0.7599998,0.6068,1.5582165
0.7661263157894737,0.75156724,0.6092,1.5938638
0.7701263157894737,0.7423169,0.6056,1.5992415
0.7706947368421052,0.7378381,0.6136,1.5436717
0.7745684210526316,0.721283,0.6144000000000001,1.623496
0.7758315789473685,0.71538496,0.6152000000000001,1.5904367
0.7797052631578948,0.707022,0.6048,1.5747772
0.7834947368421052,0.6903395,0.6052000000000001,1.6145902
0.7846947368421052,0.68668675,0.6148,1.6013732
0.7881894736842106,0.6784253,0.6036,1.6309444
0.7929894736842106,0.66484654,0.6127999999999999,1.582029
0.7931789473684212,0.65919316,0.6123999999999999,1.5784456
0.7952421052631579,0.64659566,0.6244,1.5899069
0.7982947368421052,0.6441956,0.6103999999999999,1.5947487
0.8007157894736843,0.6355286,0.6176,1.6091517
0.8039157894736843,0.6242855,0.6256,1.5997052
0.8053894736842107,0.62017053,0.6215999999999999,1.6121575
0.8084842105263158,0.61181784,0.6216,1.6019902
0.8084421052631579,0.60662377,0.6292,1.6031702
0.8107578947368421,0.5978409,0.626,1.6044893
0.8117263157894737,0.594203,0.6196,1.5884753
0.8132631578947369,0.5900068,0.622,1.5972018
0.8166105263157895,0.5801559,0.6200000000000001,1.6198165
0.8192,0.5746061,0.6204,1.5979902
0.8185052631578946,0.5736779,0.6224000000000001,1.5957673
0.8218105263157895,0.566695,0.6156,1.6218305
0.8223578947368421,0.5586945,0.6244,1.6315993
0.8242947368421052,0.5558672,0.6292,1.6329219
0.8240842105263156,0.55503535,0.6232,1.6243727
0.8248,0.5492179,0.6308,1.6116627
0.8281052631578948,0.54524636,0.6236,1.6231906
0.8285894736842105,0.543911,0.6248,1.6266593
0.8288210526315789,0.5448212,0.6259999999999999,1.6274331
0.8300210526315789,0.5369193,0.6276,1.6167207
0.8302315789473684,0.53440416,0.6312,1.6293974
0.8312842105263158,0.53600806,0.6304,1.6279542
0.8322947368421053,0.52904224,0.6304,1.6241585
0.8322947368421053,0.5296718,0.6276,1.6183988
0.8338526315789474,0.52933073,0.628,1.6255575
0.8313684210526316,0.5330247,0.628,1.6287465
0.8342105263157895,0.52432865,0.6272000000000001,1.634645
0.8337263157894736,0.5283746,0.6255999999999999,1.6348791
