train_acc,train_loss,val_acc,val_loss
0.06909473684210528,4.068722,0.1008,3.8087385
0.1605684210526316,3.4616036,0.17680000000000004,3.334223
0.24040000000000003,2.9926105,0.26280000000000003,2.845141
0.3018105263157894,2.6701553,0.31000000000000005,2.5866675
0.34688421052631574,2.4460995,0.352,2.3892365
0.38646315789473684,2.2823415,0.37560000000000004,2.3097355
0.4160210526315789,2.1467268,0.3936,2.1973395
0.43873684210526315,2.0444279,0.4207999999999999,2.096225
0.4605473684210526,1.9517882,0.4452,2.0093737
0.4808,1.8766403,0.45199999999999996,1.9743059
0.49362105263157896,1.8149585,0.4672,1.979151
0.5088842105263158,1.7487364,0.45799999999999996,1.9285702
0.5202947368421053,1.6999509,0.5008,1.8375052
0.5340842105263158,1.6556948,0.49520000000000003,1.8155198
0.5447157894736843,1.6099181,0.49879999999999997,1.7854236
0.5538315789473685,1.5718912,0.5148,1.7344766
0.5640421052631578,1.5338222,0.514,1.7708974
0.5715368421052632,1.5005318,0.5256000000000001,1.6791228
0.5777473684210526,1.4665444,0.528,1.7041185
0.5857052631578947,1.4428701,0.5451999999999999,1.6250366
0.5929263157894736,1.4118913,0.5484,1.6369876
0.5978947368421053,1.3784069,0.5356000000000001,1.6636076
0.6050526315789473,1.3641244,0.5512,1.6221957
0.6143578947368422,1.3296056,0.5448,1.6264713
0.6164631578947369,1.3140496,0.5603999999999999,1.6058425
0.6240631578947368,1.2881136,0.5488000000000001,1.6049838
0.6308842105263157,1.2622255,0.5596,1.6083454
0.6368842105263157,1.2432594,0.5628,1.589509
0.638421052631579,1.2314926,0.5664,1.5976361
0.6461894736842105,1.2058944,0.5736,1.5837808
0.6509052631578948,1.188309,0.5764,1.5601648
0.6568421052631579,1.1647304,0.5775999999999999,1.5485214
0.6575578947368421,1.1518961,0.5732,1.5510895
0.6638315789473684,1.1308111,0.574,1.5537032
0.6691157894736843,1.1183617,0.5840000000000001,1.5276428
0.6702315789473684,1.1043036,0.5788,1.5535432
0.673978947368421,1.09384,0.5792,1.592348
0.6814526315789472,1.0678331,0.5824,1.5298107
0.6841263157894737,1.051888,0.5932000000000001,1.483721
0.6902526315789473,1.0283903,0.5868,1.5369753
0.6914947368421053,1.0215365,0.5988,1.5032763
0.6964631578947368,1.0129461,0.5920000000000001,1.498043
0.7014105263157894,0.9912803,0.5844,1.539171
0.7047578947368421,0.9825826,0.608,1.5176882
0.7048631578947369,0.97292084,0.5996,1.5075139
0.7118736842105263,0.95040256,0.6048,1.4838917
0.714021052631579,0.944251,0.6043999999999999,1.4965243
0.7163578947368421,0.9274716,0.5968,1.5313547
0.7213052631578948,0.9147898,0.6036,1.4847097
0.7222105263157895,0.90351224,0.5976,1.5086832
0.7294526315789474,0.8926605,0.6076,1.4818825
0.7302736842105263,0.8753263,0.6048,1.4741286
0.7345894736842106,0.86570024,0.6072000000000001,1.5104072
0.7365684210526315,0.85136473,0.6088,1.4988887
0.7408631578947368,0.84753656,0.6048,1.4962411
0.7436842105263158,0.8307616,0.61,1.5292434
0.7481684210526316,0.8216086,0.6115999999999999,1.5391301
0.7500631578947369,0.80927783,0.6103999999999999,1.5250441
0.752021052631579,0.7990314,0.622,1.4905534
0.7558947368421053,0.78913766,0.61,1.5024631
0.759642105263158,0.7776702,0.6188,1.5090748
0.7624210526315789,0.76699466,0.6188,1.4781071
0.7631789473684211,0.7595462,0.6164000000000001,1.5174477
0.7658105263157895,0.7512096,0.6155999999999999,1.5081201
0.7685684210526316,0.74703026,0.62,1.4922845
0.7717684210526317,0.73007464,0.6164000000000001,1.5318624
0.7748631578947369,0.7235497,0.6124,1.5221509
0.7775368421052632,0.7112306,0.6175999999999999,1.5239704
0.7827157894736841,0.6955314,0.62,1.5186235
0.7819578947368421,0.69749343,0.6148,1.4957165
0.7857473684210526,0.6866018,0.6192,1.5333452
0.7861894736842105,0.67863554,0.6192,1.5368141
0.7891789473684211,0.67634904,0.6144,1.549316
0.7917684210526317,0.66593105,0.618,1.5577866
0.7939157894736842,0.6579516,0.6212,1.5365288
0.7968421052631579,0.6446722,0.6168,1.525154
0.7969473684210526,0.6471222,0.6200000000000001,1.5627366
0.7992631578947368,0.6415265,0.6168,1.5485545
0.799663157894737,0.63166535,0.6148,1.5544249
0.8032842105263158,0.62723416,0.6208,1.5597461
0.8030736842105264,0.62150925,0.618,1.5590345
0.8048631578947368,0.61453927,0.626,1.5639588
0.8081894736842106,0.6099484,0.6264,1.5500021
0.8112631578947369,0.6038734,0.6196,1.568874
0.809621052631579,0.604813,0.6208,1.5766797
0.812021052631579,0.5982509,0.6259999999999999,1.5665992
0.8124631578947368,0.5924189,0.6248,1.5666996
0.8128421052631579,0.5923779,0.6212000000000001,1.5697258
0.815621052631579,0.5823711,0.6208,1.5782329
0.8157473684210527,0.5813173,0.6208,1.5640968
0.8159157894736843,0.5790237,0.626,1.5636302
0.8178105263157895,0.57709414,0.6204000000000001,1.5662657
0.8199157894736842,0.569381,0.622,1.5667627
0.8166105263157895,0.5784298,0.6228,1.5660301
0.8168421052631579,0.57657015,0.6212,1.5824925
0.8210947368421052,0.5674838,0.6236,1.568584
0.8221684210526315,0.5625659,0.6236,1.5721228
0.8172842105263158,0.57013774,0.6236,1.5705125
0.8249684210526315,0.5618519,0.6188,1.5723524
0.8219789473684211,0.56551856,0.6176,1.5850569
